Date,A,AAPL,ABC,ABT,ACE,ACI,ADBE,ADI,ADM,ADP,ADSK,AEE,AEO,AEP,AES,AET,AFL,AGN,AIG,AIV,AKAM,ALL,ALTR,ALXN,AMAT,AMD,AMGN,AMT,AMZN,AN,ANF,ANN,AON,APA,APC,APD,APH,APOL,ARG,ARNA,ATI,ATVI,AVB,AVP,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBT,BBY,BCR,BDX,BEAM,BEN,BHI,BIG,BIIB,BK,BKS,BLK,BLL,BMS,BMY,BRCM,BSX,BWA,BXP,C,CA,CAG,CAH,CAM,CAMP,CAT,CB,CCE,CCI,CCL,CELG,CERN
10/6/03,15.712003,1.432287835,11.63791121,13.24324139,26.50071532,101.4089706,20.48802196,30.11925479,10.05931415,21.28772488,9.119669987,21.7759389,3.491985702,16.51544154,6.024597063,14.29647503,24.69183249,41.29553503,905.9573741,15.40101903,4.6,26.58750169,15.96604209,4.95,15.34564889,12.16,56.80897185,9.870852899,54.15,18.48,21.73230375,22.66666667,17.68464199,32.05922705,19.40712428,33.50824758,6.480574556,68.51,15.6784027,83.5,5.696221472,2.23500467,28.38807089,24.2761848,34.77459771,33.1075132,93.55,25.73193984,29.05105683,12.09666369,40.15171428,22.21914834,25.90867047,32.46674118,28.99262744,36.31613551,12.11011328,26.51674094,15.3222969,33.94,22.77927003,9.110936515,37.16067682,6.166451441,15.32430683,14.91319619,18.05506171,32.59,8.331387436,25.38779352,368.0189786,21.23885606,13.93203464,33.59038087,11.825,7.011,25.57438118,19.06084885,15.51670749,9.649010805,24.38503304,5.70625,4.3675
10/7/03,15.98489927,1.492046816,11.58567642,13.0759192,26.33437703,105.4670562,20.61282716,30.82203741,10.15646949,21.70557412,9.209273732,21.78589817,3.517568015,16.3838444,6.124494719,14.21215022,24.69183249,41.35488191,909.83026,15.42342594,4.699,26.74232568,17.13868925,5.23,15.79862765,12.79,57.92887766,9.825739311,54.91,18.6,22.37649811,22.82666667,17.27791149,31.94048918,19.36211703,33.7920354,6.546331427,67.59,15.6952612,85.4,5.888769803,2.282995567,28.19917127,24.32316863,35.14588035,33.29958515,93.65,25.99062452,29.01494613,12.35645781,40.44701986,22.32744638,25.80320777,32.83331576,28.85894839,36.6929724,12.16517117,26.36292162,15.42582593,34.45,22.8163095,9.154803987,37.27061965,6.215032258,15.2061679,14.82163397,19.10146275,31.48,8.42420692,25.38779352,372.0639981,21.71238318,13.957081,33.63648984,11.825,7.75,25.71605793,18.97578109,15.46193344,9.631514865,24.32819147,5.77875,4.455
10/8/03,15.97125446,1.481765701,11.71312931,12.99845522,26.42510701,104.2150936,21.01719602,30.15511105,10.06678764,21.60958172,9.224207689,21.57177391,3.585787516,16.37287797,6.109125849,14.19163877,24.78105321,40.87021575,906.851117,15.44209837,5.2,26.94641185,16.73277292,4.94,15.99730255,12.96,57.02770346,9.952057356,55.7,18.54,22.88000634,22.66666667,17.46500752,31.56668475,19.06506921,33.8062248,6.458264188,66.33,15.55196397,81.5,5.808541332,2.241860512,28.24639617,24.1966737,35.15914044,33.09328564,92.49,26.06966706,29.01133506,12.42952491,39.43313739,22.18304899,25.53704,32.47126679,29.0948526,36.3526036,12.0550554,26.53383197,14.34347695,33.87,22.9126121,9.09068999,37.61510719,6.20951171,15.23654648,14.71862648,18.7237677,31.495,8.438744912,25.35989485,369.9636995,22.48089442,14.1198823,33.63648984,11.7225,7.54,26.02360014,19.23665555,15.45410857,9.605270955,24.49871617,5.67375,4.3275
10/9/03,16.12134741,1.506825919,11.89072759,13.0759192,26.07730875,106.6326766,20.93232848,30.68578363,10.04436717,21.77333345,9.249097618,21.66140732,3.7861823,16.2303144,6.078388108,14.19847592,24.74387791,41.09771211,906.5532027,15.61015023,5.18,26.93233694,16.41706023,5.125,16.33346047,13.09,58.20885411,10.01521638,57.86,18.65,22.88000634,23.2,17.53821901,31.07854014,19.27660327,33.9694028,6.459438418,65.69,15.53510547,83,6.001089663,2.26242804,28.393974,24.07017877,35.67628413,33.51299842,92.76,26.43613702,29.13050036,12.13725653,39.65953833,22.30338015,26.73730599,32.8468926,29.48802629,36.57749013,12.24382529,26.53383197,14.44700598,33.31,23.36449356,9.576606604,37.46851675,6.245947323,15.25004808,14.62706426,19.46058263,31.8,8.521499633,25.38779352,372.4529422,20.14430975,13.98212735,33.71718053,11.4675,7.22,26.28967599,18.98712346,15.39150965,9.745238474,24.4418746,5.705,4.3725
10/10/03,16.16910426,1.521605022,11.69850356,13.02479297,25.72194965,106.2873076,20.92234406,30.82203741,9.99952625,21.7959199,9.204295746,21.61659062,3.698776064,16.20838154,6.016912628,14.30331218,24.96692969,40.87021575,898.0626453,15.58774331,5.068,26.70713841,16.75081365,5.06,16.49001629,13.24,57.7976387,10.06032997,58.06,18.62,22.5319933,23.73333333,17.14775773,31.53150315,19.35761631,33.68561497,6.394855776,65.72,15.50981773,80.89,5.880746956,2.279567646,28.37626466,24.03403736,34.98675922,33.79754946,92.65,26.55110799,29.29299851,12.17784936,39.63000777,22.29736359,26.44100602,32.86046943,29.55879755,36.44377381,12.21760725,26.73037888,14.23053619,33.17,23.07558574,9.515867027,37.6517548,6.194054178,15.10828136,14.59272843,19.4234323,31.69,8.591952976,25.29851777,372.6085199,18.2424385,14.00717371,33.57309001,11.435,6.971,26.17564349,18.96443873,15.36803505,9.710246594,24.21450833,5.60375,4.375
10/13/03,16.29190758,1.564657191,11.79670497,13.09336092,26.06974791,106.8053611,21.36165838,30.91526367,10.18636344,21.93143857,9.383503235,21.7460611,3.805369034,16.23579761,6.201339069,14.41954368,25.6806954,40.40533188,915.1927173,15.66616751,5.492,26.70713841,16.96730235,5.129,16.68869118,13.4,58.74255922,9.988148226,58.3,18.77,23.01328793,24.14,17.26164227,31.68102492,19.38912138,33.87717175,6.324401985,66.4,15.77112444,78.2,6.057249593,2.327558544,28.34674909,23.99789595,35.01327941,34.2599449,93.02,26.80260698,29.51688484,12.18190864,40.1615578,22.58014181,27.42030253,32.94193045,29.44870892,36.72336247,12.58465983,26.26037541,14.25877138,34.03,23.55709877,9.866806804,38.55328601,6.264717184,15.27705126,14.50116621,19.44200747,31.085,8.650104942,25.35989485,380.6207699,19.15067905,14.22632931,33.6249626,11.285,7.18,26.57302949,19.22531318,15.48540803,9.955189751,24.42055902,5.65625,4.38125
10/14/03,16.42153331,1.577508585,11.94296238,13.12141144,26.43266784,108.9639173,21.39660383,31.46027876,10.20131041,21.93708518,9.41337115,21.88051121,3.813896472,16.31256261,6.293552289,14.387637,26.20858463,40.65261053,930.982175,15.67737097,5.75,27.23494747,17.46342231,5.0875,16.60922123,13.63,58.45383351,9.988148226,59.91,18.87,23.02069246,24.14666667,17.14775773,31.21047111,19.10557573,33.98359219,6.44652189,65.3,15.77955369,79.3,6.201660842,2.399544891,28.44710202,24.23281511,34.97349912,34.86461585,94.42,26.6948217,29.79132614,12.23467932,40.94903933,22.6102246,27.57096354,33.16821105,29.52734365,36.81453269,12.67904478,26.14928368,14.27759484,34.13,24.06083547,9.789195122,38.00357186,6.2315939,15.19604171,14.41532663,19.8135108,31.915,8.770882102,25.2873583,381.1652918,19.05752618,14.52688556,33.82668932,11.075,7.64,26.5626629,19.63363842,15.41498424,9.885205992,24.43476941,5.6625,4.435
10/15/03,16.53751423,1.594857966,11.89908516,13.06842712,26.62168863,107.8846392,21.376635,30.77183865,10.08173461,21.94837841,9.458173022,21.88549084,3.78405044,16.17548225,6.070703673,14.20987117,26.3052404,40.39544074,930.8332178,15.5653364,5.56,27.56570782,17.49950376,4.79,17.16551093,13.66,57.15894242,9.924989203,58.54,18.31,22.917029,23.96666667,17.16402695,30.62117942,18.70501125,33.83460358,6.885683855,62.5,15.72054895,78.1,6.097363829,2.360123796,28.12833391,24.37376661,35.51053295,34.35953776,93.57,26.58703642,29.63243907,12.22250147,40.42733282,22.36956228,26.80761446,33.17273667,29.48016281,36.92393694,12.64496133,25.75618988,14.1740658,33.65,24.17195386,9.701460178,38.11351469,6.206199382,15.15553693,14.46683038,20.09213829,32.375,8.785420094,25.23714068,380.2318257,19.06528892,14.48931603,33.60190811,10.75,7.49,27.20193604,19.44932494,15.68885452,9.876458022,24.20029794,5.46875,4.5
10/16/03,16.59209349,1.493974525,11.93042603,13.16816231,26.40242451,108.6185483,21.41158046,30.90092117,10.29846575,21.46841644,9.443239064,21.99504279,3.816028331,16.20289833,6.301236724,14.52665899,26.42420135,41.14716784,926.5134605,15.64749508,5.79,28.07944197,17.67991101,4.82,17.38007982,13.96,57.01020493,9.952057356,59.91,18.58,23.30206471,23.93333333,17.66023816,31.00377925,18.81302864,33.75656193,6.912691141,61.83,15.61939796,77.5,6.241775078,2.390975087,28.0338841,24.50387568,35.00664936,34.41644797,93.94,26.91039227,29.58549516,12.03983373,40.80138654,22.31494317,26.92814326,34.87436682,29.5745245,38.06660363,12.59252524,26.00400989,14.09877196,33.74,23.90526972,9.694711336,38.62658123,6.194054178,15.18254012,14.32376442,20.2345479,32.405,8.822324226,25.14786492,381.1652918,19.50000235,14.6145478,33.75752587,10.85,7.34,25.81281278,19.46917409,15.60278101,9.876458022,24.58397853,5.4525,4.535
10/17/03,16.36013165,1.461846041,11.95967751,13.02167625,25.67658466,106.3736498,21.1919233,30.19813856,10.23120436,21.547469,9.41337115,21.87553158,3.709435361,16.14258297,6.170601329,14.3739627,26.40933123,40.55369907,909.83026,15.50558463,5.45,28.18500378,16.64256929,4.5025,16.78405513,13.99,55.12911315,9.961080073,59.69,18.67,22.80596101,23.8,17.64396894,30.92462066,18.61049603,33.69270967,6.877464246,61.08,15.60253946,77.5,6.009112511,2.334414386,27.4494759,24.43882115,34.62873667,34.03230407,93.06,26.75949287,29.50244056,11.82063244,40.11234021,22.32101196,26.44100602,35.51438839,29.38580113,38.34619229,12.36967189,25.55964297,13.80700832,32.6,23.03113838,9.593478708,38.13550325,6.074810354,15.00026862,14.28942859,18.47609882,31.74,8.683654153,24.74612402,376.342384,19.25935741,14.58950145,33.72870777,10.775,7.25,25.55235793,19.06935563,15.61843074,9.806474263,24.18608754,5.25,4.525
10/20/03,16.25779555,1.492046816,11.90953212,13.16816231,25.82024047,102.6609332,21.31173629,30.85072241,10.31341272,21.46841644,9.408393164,21.87553158,3.732885815,16.08775083,6.339658899,14.42638083,26.29037028,40.65261053,922.7895318,15.5914778,5.79,28.24130341,16.91318018,4.6,17.16471623,14.12,54.14919557,9.762580289,59.59,18.75,22.86519727,23.8,17.65210355,30.55081623,18.6780069,33.27412262,6.859850798,60.9,15.65311496,76.5,6.097363829,2.348126072,27.30189808,24.48219084,34.80774794,34.08921427,93.88,26.78104993,29.39771953,11.94647022,40.47655041,22.43025019,26.51633652,35.95014775,29.77111134,38.40697244,12.38015911,25.46564228,13.74112621,32.6,22.84594107,9.762199755,37.18266539,6.072602135,14.97664084,14.27798331,19.08907931,31.8,8.606490968,24.70706587,374.4754519,19.25159467,14.70847163,33.52698105,10.8625,7.28,25.69821265,19.09204036,15.88447615,9.998929601,24.03687843,4.9575,4.7375
10/21/03,16.38742128,1.489476537,12.21040451,13.24608044,26.03194376,99.03455874,21.53638566,32.17023262,10.28351877,21.57005545,9.707072312,21.89545011,3.730753955,16.18644868,6.178285764,14.31926552,26.45394159,41.17684128,912.6604458,15.53546051,6.35,28.32575286,17.12966888,4.6275,17.38007982,14.29,55.68906605,10.0242391,59.35,18.66,22.45054344,24.00666667,17.4487383,30.71821797,18.7140127,32.89100906,6.929130359,63.31,15.80484143,77.6,6.073295288,2.409828654,27.21335138,24.39545145,33.33587746,34.43067552,94.69,26.299609,29.25688781,11.72320965,40.17140132,22.551626,27.1591568,35.79581631,29.55879755,38.47990861,12.41162076,25.85019057,13.91053736,33.43,22.72741478,9.880304488,36.86749594,6.007459676,14.84500032,14.36382289,19.50392469,31.92,8.543865774,24.69032667,370.0414883,19.57762974,14.97145835,33.57309001,11.005,7.31,25.26759395,19.0069726,16.00967399,10.21762885,23.78109137,5.25625,4.95125
10/22/03,16.01901131,1.46248861,11.93251542,12.78480516,25.38171222,98.90504537,21.26181421,30.7646674,10.23867785,20.84728919,9.572666695,21.96516499,3.651875157,16.24128083,6.024597063,14.28280074,26.19371451,39.67338707,897.4668167,15.34500174,5.88,28.14277905,16.75081365,4.3525,16.95094205,13.96,52.75806257,9.924989203,54.03,18.31,21.85818081,23.22,17.24537305,31.11910106,18.88504023,32.54336897,6.974925323,63.95,15.65311496,75,5.752381402,2.31727478,27.02445176,24.61591405,33.41543802,33.46320199,94.23,25.98343884,29.26049888,11.56895689,39.71859944,22.45452535,27.1742229,35.76858135,28.70167892,38.32188023,11.92134338,24.93582019,13.75053794,32.24,22.77927003,9.448378608,36.80885976,5.919130917,14.90238208,13.87739861,18.87236903,32.27,8.448809675,24.64010905,367.1633015,19.52329056,14.70221004,32.27051176,11.04,6.85,24.85433891,18.55044231,15.79057777,10.06016539,23.44714715,5.02,4.92875
10/23/03,15.67106856,1.477267713,12.28353321,12.97180865,25.84292296,99.33675661,21.14699343,30.02602853,10.32088621,20.9037553,9.443239064,21.90540938,3.654007017,16.00550261,6.116810284,14.26912644,26.29780534,39.97012145,902.0844883,15.21802923,5.9,28.14277905,16.5433453,4.3475,16.41054633,13.65,52.26810378,9.54603507,54.32,18.41,22.19878932,23.56666667,17.4487383,30.60367994,18.6780069,33.03290297,6.857502338,63.74,15.85541693,76.8,5.648084389,2.312132898,27.00674242,24.54724537,33.54140892,33.88291477,95.58,25.82535375,29.53132912,11.67449825,40.07296613,22.57590117,27.52576524,35.77765967,28.2298705,38.23071002,12.11011328,24.6965457,13.72230275,32.45,22.66000684,9.617099655,36.99209781,5.966607625,15.0340226,14.36382289,18.50705743,32.615,8.444336447,24.48387648,371.6750539,17.86982699,14.89631929,33.42323588,10.9875,6.936,24.78141155,18.76594729,15.79840263,9.841466142,23.7171446,5.13,5
10/24/03,15.73929263,1.452207495,11.91162151,13.0154428,25.75219298,99.46626998,20.97226614,29.76069224,10.11910205,20.77388324,9.328745391,22.13945217,3.49838128,16.0384019,6.255130114,14.42638083,26.32011052,40.20750896,896.4241166,15.18068437,5.76,28.22019105,16.64256929,4.5225,16.41054633,13.59,53.78172647,9.58212594,54.509,17.97,21.36207712,23,17.4487383,30.50676315,18.81752936,33.02580827,6.804661995,63.63,15.6952612,76.5,5.455536058,2.300135174,26.62304007,24.2581141,33.69390001,33.875801,95.45,26.06966706,29.56021767,11.7597432,40.63404672,22.65479544,26.93818732,36.00461767,28.22200702,38.51637669,12.21498545,24.09835947,13.78818486,32.73,22.63019104,9.536113553,36.76488263,5.972128172,14.92600987,14.29515122,18.5565912,32.285,8.387302788,24.29974523,370.2748549,17.85430151,14.98398153,33.71718053,10.815,6.79,24.67375687,18.79146762,15.79840263,9.753986443,23.83082774,5.02875,4.98875
10/27/03,15.60284449,1.452207495,11.97848204,12.91259088,25.88828795,99.94115234,20.98724277,30.24116606,9.954685325,20.71741713,9.393459206,22.20418741,3.538886609,15.78069082,6.139863589,14.02754724,26.68442843,39.98990374,893.4449737,15.31139137,5.87,28.03721724,16.63354893,4.4125,16.4661753,13.85,53.22177357,9.834762029,54.82,18.41,21.6286403,23.47333333,17.55448823,30.24244462,18.6780069,32.71364166,6.910342682,62.92,15.73740744,75.59,5.856678415,2.293279331,26.97722686,24.20390198,33.81324086,33.25690249,97.97,25.89721061,26.56664078,11.56895689,40.80138654,22.89754707,27.71660251,35.62786739,28.31636871,38.47383059,12.42735158,23.94454016,13.71289102,32.42,22.99543457,9.593478708,36.77954167,6.030645975,15.10490596,14.36954553,18.63708359,32.75,8.472294123,24.66800773,363.2738597,17.80772507,14.88379611,33.76328949,10.72,6.82,24.89948442,19.19695726,15.68102966,10.07766133,24.2642447,5.01625,5.08625
10/28/03,16.37377647,1.524175301,12.00982291,13.23049681,25.57073302,101.8838529,21.68115969,31.82601257,10.23120436,21.07315364,9.632402525,22.27390229,3.479194546,15.80810689,6.262814549,13.7426661,26.88517504,39.24806779,899.1053453,15.27404651,5.99,27.98091761,17.92346081,4.54,17.92047553,14.85,53.2392721,10.09642084,56.73,18.06,21.93222614,24,17.79039192,30.41425166,18.77252212,31.57139566,6.891555004,63.87,15.83855843,74.5,5.952952581,2.366979639,26.65255563,24.21474441,33.833131,33.81889079,100.34,25.89721061,26.30664375,11.73132821,42.23854033,23.14636749,28.79633969,35.96376523,28.86681187,38.69263911,12.67642297,24.04708637,14.11759542,34.27,22.98052667,9.971413853,36.75755311,6.220552805,15.29055285,14.54694732,19.8135108,32.775,8.610964196,24.38344125,370.1192772,18.0871837,14.97771994,33.90738001,10.5725,6.8,25.27453941,18.43134745,15.75927831,10.36634434,24.54845255,5.18125,5.27
10/29/03,16.43517813,1.522247591,11.95131995,13.3676327,27.10558187,104.689976,22.30019349,31.75430005,10.0892081,20.84728919,9.612490582,22.22410595,3.453612233,15.75875797,6.247445679,13.39852968,27.01157105,38.08091254,907.1490313,15.29645343,5.96,28.31871541,18.41958076,4.67,17.94431652,15.09,52.62682361,10.81823823,56.69,17.92,21.39909978,24.23333333,17.9368149,30.81513476,19.05606776,32.21701297,6.91973652,64.4,16.08300664,73.2,6.402232021,2.416684497,26.64665252,24.48580498,34.13811317,33.68372905,101.65,27.66488925,26.8519153,11.50806764,42.10073106,23.20705539,28.66074479,36.23611484,28.75672323,38.83851145,12.58465983,23.15835254,13.85406697,34.85,23.16687541,9.920797539,36.79420072,6.236010338,15.42556877,14.30087386,20.04879624,33.925,8.941983079,24.66800773,370.197066,18.43650699,15.02155106,33.84398018,10.56,7.04,25.51068515,18.96443873,15.68102966,11.337369,24.74739804,5.0775,5.4225
10/30/03,16.92639142,1.48369341,11.85311854,13.38321633,26.97704773,104.4741204,22.10549738,32.09134886,10.14152251,20.8021163,9.493018922,22.22410595,3.440821076,15.58877832,6.831462741,12.83104646,27.04874635,38.00178338,902.6803169,15.29271894,8.06,27.86128089,18.1670106,4.4575,18.46881824,15.18,53.31626562,10.52951127,55.84,18.71,20.7030737,24.02,17.9368149,30.47592598,19.28560472,32.21701297,6.92443344,63.94,16.3696011,72.5,6.201660842,2.540089663,27.1307078,24.27257066,34.52928596,33.09328564,103.53,27.85890276,27.14441195,11.15896929,42.30744496,23.31629362,29.08761763,35.97284355,28.54440944,39.53140508,12.52173653,23.7949936,13.97641947,34.73,23.3457702,10.00178364,37.06539303,6.351941833,15.63146805,14.3065965,20.06117968,33.905,9.004608273,24.72380508,372.3751534,18.48308343,14.9772397,34.13792483,10.45,6.94,25.64959441,18.68655072,15.66537993,11.10992178,24.9889747,5.085,5.3025
10/31/03,17.0014379,1.470842016,11.86147611,13.28348113,27.21899434,105.7692541,21.84590256,31.79015631,10.72445454,21.31031132,9.612490582,22.23406522,3.408843185,15.45718118,6.723880651,13.08402091,27.12309694,38.8425308,906.1063313,15.27404651,7.95,27.7979438,18.29329568,4.645,18.54034121,15.2,54.03545513,10.46635225,54.43,18.7,21.10291847,23.86666667,17.9368149,30.71381266,19.63216051,32.21701297,6.898600383,63.52,16.14201138,71.7,6.137478065,2.5863666,26.95951752,24.56170194,34.86078832,33.38495046,96.1,27.65770356,27.34663187,10.78957453,41.55933751,23.46801339,29.28347694,36.33597636,28.74885976,39.59826324,12.43259519,24.24978432,14.12700715,35.14,23.24886886,10.05577438,37.63709575,6.205095272,15.60784026,14.51833413,19.77636046,33.86,8.92054733,24.69032667,371.4348121,18.25796398,15.0911832,34.20132466,10.705,9.9,25.44817598,18.94458958,15.77492804,11.0749299,24.80423961,5.21125,5.30375
11/3/03,17.25386695,1.487548828,11.70268235,13.33958218,27.62727926,107.8414681,22.53981948,32.80130272,10.8664508,21.21431893,10.07046528,22.42827094,3.172206792,15.52846296,6.793040566,12.76039594,27.26436307,38.64470787,920.5551746,15.41595697,9.31,28.20611614,19.21337268,4.5575,19.51782169,15.93,53.50175002,10.82726095,56.74,18.68,21.13994113,24.53333333,18.13338273,30.64773303,19.52864384,32.20991827,7.119355595,66.11,16.29373786,71.81,6.161546606,2.625787695,27.14251402,24.94841502,34.74807752,33.59836373,96.6,27.95950235,27.44051968,10.93164944,42.67165517,23.82000325,29.82083451,36.13171415,28.76458671,40.54035546,12.67642297,24.02667944,13.99524293,35.2,23.59175054,10.18737679,37.10204064,6.207303491,15.64496964,14.51261149,20.84133667,34.25,8.942963581,24.99721208,376.4499657,18.57623631,15.25576825,33.99959794,10.47,9.75,25.7155763,19.05517767,16.04097345,11.01369411,25.08134225,5.12375,5.38625
11/4/03,17.32891343,1.472127156,11.78416862,13.03725987,27.279481,107.5392702,22.33014674,32.9949265,10.77676895,20.96586803,10.20487089,22.21912631,3.31930509,15.39686582,6.969782572,12.76495403,27.13796706,38.02156567,912.0646172,13.85494195,9.42,28.34686522,19.21337268,4.7975,19.78801955,16.55,53.44925444,10.41221595,56.86,18.7,20.99185048,24.22,17.17511454,30.00015264,19.39812283,31.81971001,7.051250264,65.39,16.03243115,74.7,6.193637995,2.625787695,27.56753816,24.88336048,34.56906624,33.5201122,97.31,27.83016001,27.27802154,10.73274457,42.33697552,23.81393446,29.83590061,35.63240655,28.71740587,40.30939091,12.41424256,24.52437494,13.56230334,33.26,23.60665844,10.0760209,36.64028076,6.16755555,15.51332912,14.24364748,20.878487,33.85,9.076340278,25.54960583,378.6440954,18.58399905,15.10384359,33.71718053,10.6775,9.97,25.97950389,18.89922011,15.79840263,11.04868599,24.72608245,5.0625,5.39375
11/5/03,17.46536156,1.479837992,12.68678579,13.18686266,26.67461446,107.5824413,22.50986623,33.51125658,10.72445454,20.91504853,10.03561937,22.13447254,3.372601576,15.28720153,6.816093871,12.97918465,26.38702605,41.85933036,894.1897594,13.53004169,9.1,28.44538958,19.21337268,4.865,19.82775453,17.01,53.5804934,10.4392841,56.74,18.41,20.85856888,24.31333333,17.43720498,30.52878969,19.35761631,31.8338994,7.126400974,64.82,16.13358213,75.5,6.081318135,2.593222443,27.4494759,24.87974634,34.52928596,33.65527394,96.63,27.7367461,27.51635215,10.75304098,41.95307827,23.70469622,29.29854304,35.63240655,28.70167892,40.50996539,12.15468395,24.79038461,13.74112621,34.01,23.29359256,10.13001164,36.59630362,6.213928148,15.3816886,14.3065965,21.33667444,34.86,8.937359518,25.35989485,380.0546073,18.43650699,15.11650398,34.00536156,10.745,9.65,26.0246494,18.70072868,15.72015398,10.69876719,24.41345382,5.10875,5.35875
11/6/03,17.92246282,1.485621119,12.7348418,13.16816231,26.68217529,107.6256124,22.87928963,34.12081293,10.72445454,21.03362736,10.18993693,22.19920778,3.564468922,15.28171832,6.631667431,13.31420487,26.43163641,42.1461736,891.8064451,13.64581075,9.08,28.48761431,19.69145191,4.775,20.35225625,17.04,53.48425149,10.29492062,54.99,18.46,21.03627767,24.11333333,17.44539531,30.8371613,19.49713877,32.3376228,7.200377455,63.79,16.26845011,75.9,6.289912161,2.564085112,27.76824401,25.06406753,34.68177704,33.6979566,96.12,27.94513098,27.74746062,10.80581166,41.77589493,23.73504018,29.51449048,35.49169258,28.62304418,40.86249022,12.54271096,25.0306514,13.97641947,34.48,23.375586,10.24811637,36.50101984,6.199574725,15.43907036,14.4553851,21.83820393,35.71,9.044957526,25.58308424,383.1107165,18.3588796,15.11017378,33.97654345,10.88,9.5,25.88226741,18.7290846,16.01749886,10.90871847,24.74739804,5.125,5.445
11/7/03,18.2976952,1.445781799,12.7599145,12.93752468,26.12267374,111.9427249,22.47991299,34.28575171,10.67214012,21.58699528,10.08042125,22.05977803,3.519699874,15.08736507,6.946729267,13.44411067,26.11192885,42.71986007,868.1222585,13.53751066,10.3,28.48761431,20.24169404,4.51,20.0661644,17.01,52.45183833,10.43026138,54.31,18.53,20.89559155,24.12666667,17.49453727,30.79310822,19.59165399,33.20317567,7.183938237,63.37,16.11672364,74.29,6.378163479,2.668636711,27.64427864,24.59784335,34.20441364,33.07905809,93.3,27.95231667,27.4982968,10.92759016,41.48058936,23.70469622,29.19810237,35.10586398,28.50509208,40.66191574,12.70264102,25.2108515,13.42112738,34.05,23.4799413,10.32910247,36.40573605,6.160930893,15.62134185,14.34665497,22.32115826,34.55,8.973225521,25.75047629,374.1774742,18.0871837,14.99623028,32.84687382,10.925,9.99,25.20161205,18.33493732,15.88447615,11.27613321,25.11686823,5.0025,5.49375
11/10/03,17.64956655,1.407227617,12.74319936,12.89389053,26.34949869,111.0793024,21.67616748,33.6116541,10.59740525,21.89191229,10.10033319,21.91038901,3.472798967,14.99296492,6.693142911,13.2412753,26.41676629,43.07594133,884.5075448,12.90264809,11.04,28.50168922,19.21337268,4.1625,19.39861675,16.82,51.74314794,10.18664801,51.98,18.38,20.62902837,24.33333333,17.56005988,30.85918785,19.55564819,32.8129674,7.08178024,62.51,15.84698768,73.7,6.241775078,2.665208789,27.50850703,24.5761585,33.81324086,32.7802795,90.55,27.90201687,27.30329903,10.86264163,40.97856989,23.57118283,29.51951251,34.76542697,28.0804645,41.26634963,12.41424256,24.95342279,13.34583354,33.07,23.20414516,10.19075121,37.1533473,6.123391171,15.3783132,14.31231914,21.7453281,33.8,8.854419388,25.66678026,375.7447097,17.93969165,14.94558873,32.82958295,10.88,9.89,25.03492094,18.30941699,15.90795075,10.67252328,25.0031851,4.7475,5.30625
11/11/03,17.71779062,1.384095108,13.2070443,12.98739228,26.65949279,110.5180778,21.33170513,33.73356537,10.65719315,22.20812253,10.17500298,21.86557231,3.615633547,15.07070622,6.769987261,13.39169254,26.52109203,41.43401108,887.3377306,13.06323098,10.44,28.6424383,19.53810574,4.3025,19.78801955,16.62,51.60315971,9.879875616,52.23,18.23,21.34726805,24.51333333,17.54367923,30.86799846,19.39812283,32.56465306,7.048901804,62.41,15.84698768,74.7,6.233752231,2.675492553,27.23106072,24.38099489,33.54803897,32.35345295,92.9,27.53554691,27.26718833,10.87887876,41.54949399,23.61973316,29.88109892,34.8652885,28.26918787,41.08929324,12.48765308,24.95342279,13.57171507,33.4,23.18178331,10.27848616,36.80153024,6.162035003,15.51332912,14.29515122,22.28400792,34.03,8.803982821,25.49938822,371.3564503,17.86982699,15.10384359,33.30219984,10.7525,9.37,24.9863027,18.40299153,15.93142534,10.50631186,24.86818637,4.63625,5.23625
11/12/03,18.33180724,1.434858114,13.3073351,13.03725987,26.9468044,110.8634467,21.35167396,34.90965056,10.79171592,22.32670137,10.40399032,22.05977803,3.692380486,15.27061242,6.962098137,13.53071453,26.71483982,42.7890981,887.4866878,12.88397567,11.01,28.4735394,20.51230492,4.4,20.21715732,18.08,52.74056404,10.10544355,54.13,18.2,21.5619995,24.62666667,17.52729858,31.25566563,19.51064094,32.6568841,7.182764007,64.29,15.99028491,76.4,6.370140632,2.833176932,27.60885996,24.41352216,33.71379015,32.73759685,93.63,28.19662997,27.37552042,10.93164944,42.21885329,23.80179688,29.75554808,35.08316818,28.67022502,41.1198202,12.84159663,25.15936575,13.43053911,33.42,23.29359256,10.46070489,37.23397204,6.117870624,15.52683071,14.59272843,23.0889318,34.42,8.888043765,25.77837496,371.3564503,18.05613274,15.37604194,33.6537807,10.7575,9.549,25.58013978,18.36612883,15.86882642,10.89122253,25.29449814,4.935,5.6225
